ctrl,variable,block_path,pin,direction,note
H11,WSC1.C10MAG20BL901_XQ01AOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_73,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.C10MAG20BL901_XQ01.ABQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_73,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondHotWellLvlA_C10MAG20,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_73,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondHotWellLvlA_C10MAG20_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_73,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.C10MAG20BL901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_74,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.C10MAG20BL901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_74,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondHotWellLvlB_C10MAG20,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_74,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondHotWellLvlB_C10MAG20_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_74,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.C10MAG20BL901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_75,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.C10MAG20BL901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_75,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondHotWellLvlC_C10MAG20,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_75,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondHotWellLvlC_C10MAG20_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_75,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.C10MAG21BL901_XQ01AOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_76,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.C10MAG21BL901_XQ01.ABQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_76,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondHotWellLvlA_C10MAG21,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_76,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondHotWellLvlA_C10MAG21_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_76,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.C10MAG21BL901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_77,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.C10MAG21BL901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_77,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondHotWellLvlB_C10MAG21,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_77,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondHotWellLvlB_C10MAG21_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_77,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,WSC1.C10MAG21BL901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_78,PEER_INPUT,I,"tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H11,WSC1.C10MAG21BL901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_78,PEER_IO_NOT_HEALTHY,I,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)
H11,CondHotWellLvlC_C10MAG21,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_78,OUT,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): OUT -> local value
H11,CondHotWellLvlC_C10MAG21_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_78,UNHEALTHY,O,tool logic sheet 2026-09-24 (Software_Peer_Inputs_BOP pages): UNHEALTHY -> local _BQ
H11,CondHotWellLvlA_C10MAG20,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,INA,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_4.INA (transmitter set C10MAG20 -> voter _4)
H11,CondHotWellLvlA_C10MAG20_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,BQA,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_4.BQA
H11,CondHotWellLvlB_C10MAG20,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,INB,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_4.INB (transmitter set C10MAG20 -> voter _4)
H11,CondHotWellLvlB_C10MAG20_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,BQB,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_4.BQB
H11,CondHotWellLvlC_C10MAG20,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,INC,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_4.INC (transmitter set C10MAG20 -> voter _4)
H11,CondHotWellLvlC_C10MAG20_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,BQC,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_4.BQC
H11,CondHotWellLvlA_C10MAG21,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_5,INA,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_5.INA (transmitter set C10MAG21 -> voter _5)
H11,CondHotWellLvlA_C10MAG21_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_5,BQA,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_5.BQA
H11,CondHotWellLvlB_C10MAG21,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_5,INB,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_5.INB (transmitter set C10MAG21 -> voter _5)
H11,CondHotWellLvlB_C10MAG21_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_5,BQB,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_5.BQB
H11,CondHotWellLvlC_C10MAG21,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_5,INC,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_5.INC (transmitter set C10MAG21 -> voter _5)
H11,CondHotWellLvlC_C10MAG21_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_5,BQC,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_5.BQC
H11,CondPressA,HRSG_Protection_1/FNCTN_Condpress/2oo3_Basic_2,INA,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.INA (confirms the vote inference)
H11,CondPressA_BQ,HRSG_Protection_1/FNCTN_Condpress/2oo3_Basic_2,BQA,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.BQA (confirms the vote inference)
H11,CondPressB,HRSG_Protection_1/FNCTN_Condpress/2oo3_Basic_2,INB,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.INB (confirms the vote inference)
H11,CondPressB_BQ,HRSG_Protection_1/FNCTN_Condpress/2oo3_Basic_2,BQB,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.BQB (confirms the vote inference)
H11,CondPressC,HRSG_Protection_1/FNCTN_Condpress/2oo3_Basic_2,INC,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.INC (confirms the vote inference)
H11,CondPressC_BQ,HRSG_Protection_1/FNCTN_Condpress/2oo3_Basic_2,BQC,I,tool logic sheet 2026-09-24: the peer-input task's output label names the voter pin 2oo3_Basic_2.BQC (confirms the vote inference)
H12,BOPM1B.C10MAG10BP901_XQ01AOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_64,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,BOPM1B.C10MAG10BP901_XQ01.ABQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_64,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondPressA,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_64,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondPressA_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_64,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,BOPM1B.C10MAG10BP901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_65,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,BOPM1B.C10MAG10BP901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_65,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondPressB,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_65,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondPressB_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_65,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,BOPM1B.C10MAG10BP901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_66,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,BOPM1B.C10MAG10BP901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_66,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondPressC,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_66,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondPressC_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_66,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10MAG11BL901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_71,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.C10MAG11BL901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_71,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondHotWellLvlB_C10MAG11,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_71,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondHotWellLvlB_C10MAG11_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_71,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10MAG11BL901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_72,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.C10MAG11BL901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_72,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondHotWellLvlC_C10MAG11,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_72,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondHotWellLvlC_C10MAG11_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_72,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10MAG20BL901_XQ01AOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_73,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.C10MAG20BL901_XQ01.ABQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_73,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondHotWellLvlA_C10MAG20,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_73,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondHotWellLvlA_C10MAG20_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_73,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10MAG20BL901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_74,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.C10MAG20BL901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_74,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondHotWellLvlB_C10MAG20,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_74,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondHotWellLvlB_C10MAG20_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_74,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10MAG20BL901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_75,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.C10MAG20BL901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_75,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondHotWellLvlC_C10MAG20,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_75,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondHotWellLvlC_C10MAG20_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_75,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10MAG21BL901_XQ01AOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_76,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.C10MAG21BL901_XQ01.ABQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_76,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondHotWellLvlA_C10MAG21,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_76,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondHotWellLvlA_C10MAG21_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_76,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10MAG21BL901_XQ01BOut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_77,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.C10MAG21BL901_XQ01.BBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_77,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondHotWellLvlB_C10MAG21,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_77,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondHotWellLvlB_C10MAG21_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_77,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,WSC1.C10MAG21BL901_XQ01COut,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_78,PEER_INPUT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_INPUT <- consumed peer value; H_FLT/L_FLT +-1e7, FLT_HYST 0, BQ_TD 0"
H12,WSC1.C10MAG21BL901_XQ01.CBQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_78,PEER_IO_NOT_HEALTHY,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; PEER_IO_NOT_HEALTHY <- consumed peer bad-quality (PEER_IO_HEALTHY = TRUE)"
H12,CondHotWellLvlC_C10MAG21,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_78,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; OUT -> local value"
H12,CondHotWellLvlC_C10MAG21_BQ,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_78,UNHEALTHY,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; UNHEALTHY -> local _BQ"
H12,CondHotWellLvlA_C10MAG20,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,INA,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; the peer-input task's output label names the voter pin 2oo3_Basic_4.INA (transmitter set C10MAG20 -> voter _4)"
H12,CondHotWellLvlA_C10MAG20_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,BQA,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; the peer-input task's output label names the voter pin 2oo3_Basic_4.BQA"
H12,CondHotWellLvlB_C10MAG20,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,INB,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; the peer-input task's output label names the voter pin 2oo3_Basic_4.INB (transmitter set C10MAG20 -> voter _4)"
H12,CondHotWellLvlB_C10MAG20_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,BQB,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; the peer-input task's output label names the voter pin 2oo3_Basic_4.BQB"
H12,CondHotWellLvlC_C10MAG20,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,INC,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; the peer-input task's output label names the voter pin 2oo3_Basic_4.INC (transmitter set C10MAG20 -> voter _4)"
H12,CondHotWellLvlC_C10MAG20_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_4,BQC,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; the peer-input task's output label names the voter pin 2oo3_Basic_4.BQC"
H12,CondHotWellLvlA_C10MAG21,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_5,INA,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; the peer-input task's output label names the voter pin 2oo3_Basic_5.INA (transmitter set C10MAG21 -> voter _5)"
